1.14549	1.1895	0.643423
-0.0203127	-0.016304	-0.000213056
0.0424806	0.0280872	0.00568017
-0.142841	-0.237129	0.0289138
-0.0361482	-0.0282222	-0.0129664
-0.0514363	-0.0331736	-0.00415387
0.0910595	0.0852324	0.0744011
-0.0103787	-0.000676655	-0.00615135
-0.341363	-0.337994	-0.426215
-0.0241279	-0.0169321	-0.00385528
-0.00300548	0.00138524	-0.00303497
0.0454177	0.0303985	0.00138224
0.0572639	0.0489316	0.175193
-0.0890266	-0.0678571	-0.0252066
-0.134303	-0.137881	-0.135759
0.0890721	0.0663899	0.00397374
